GYR AP [deg/s]	ACC ML [g] GYR SI [deg/s]	ACC AP [g] GYR AP [deg/s]	ACC SI [g] GYR ML [deg/s]	ACC SI [g] GYR AP [deg/s]	GYR ML [deg/s] GYR AP [deg/s]	GYR AP [deg/s]^2	GYR AP [deg/s] GYR SI [deg/s]	label
5.339656209509074	13.646250065045976	-2.639575718637419	0.9284138920941764	0.2744846362000204	96.43844120606633	28.51192843574881	-48.2798456036832	Pt
38.4058953208659	10708.810897453437	-45.45014401649807	-1.2799912655557615	9.115378427556664	-207.12288685502378	1475.0127953973094	-1833.9291901510746	Co
36.77494417390079	-27.79112054545611	-23.62384825711628	2.667352970832733	4.760429992066887	757.7716464043585	1352.3965189935197	-558.7094332356386	Pt
270.6535325955522	-53.596555846952675	-656.5841855981658	-1.1100179152599008	31.121792092474124	-2612.719525761313	73253.33470645163	-6345.007458020102	Pt
35.65412908607847	557.9313609103534	-75.38111704339859	-3.66306312457263	23.217269934790295	-200.56396980832466	1271.2169208867467	1478.6968967808793	Pt
5.199451846788824	103.38131858466188	-5.778922974228664	-3.4293758035803767	0.6973036151248555	-132.95610489515394	27.03429950707571	-177.543790687223	Co
5.439290511532734	34.82071165686352	-4.120900262363206	1.3487258527714654	0.4087212524178214	97.62947903558829	29.58588126885003	-148.83871325045408	Pt
5.638458649315559	-73.44331567245041	-15.02570586480264	1.1209882918670258	0.35993160047568923	99.01520676204647	31.792215940041434	-66.82487943976814	Pt
58.67003844523296	-2260.919475046043	-122.46592816377354	-3.2352665288484923	39.944602153429756	-278.794826416328	3442.1734111651135	4144.192763691684	Pt
41.59796646982007	-32.17307797827728	-34.200889411569136	0.5162785419325969	3.7032048758732703	241.2406757360016	1730.390814424275	-808.50731959638	Co
52.205127350495154	1387.152117239347	-69.14346558283	-7.284581113909064	14.01653300628548	-1416.414286452395	2725.375321681417	42070.66605707034	Pt
15.722087957673825	-996.2694059420512	-13.709781093728772	-1.4204281724665846	2.956877845028281	-118.74254076406223	247.1840497488323	-2663.1554946102137	Pt
8.481023675610881	215.7299456417461	-23.7176748466988	-6.0779289556719975	4.699154959288646	-93.03200995227111	71.92776258627231	-291.0287884715034	Pt
229.18951451923215	477.6812278415349	-280.8820561996187	-0.9301068949994872	32.92598746128638	-1483.8279409587467	52527.83356556133	-11006.084236856746	Pt
45.47261104986944	611.3625332982947	-58.43194920581485	-0.7269319395215279	13.617582398432315	-110.38079653100452	2067.7583556927084	-2369.7127465421345	Co
57.7050439452419	1134.3913141911491	-93.8739373922848	-4.535782390329554	30.144976987606732	-501.0312406133919	3329.8720967222985	12310.652344361128	Co
42.01196451671936	190.29438115084835	-26.73972208137857	-1.7121234022096183	6.31844860853059	-478.26718725697026	1765.0051625540866	3852.949614690634	Pt
16.733664408782083	-30.393273602031943	-13.454884901044618	-1.6630777845157154	3.338547363408071	-139.48809092711218	280.0155245457402	-271.63700010607073	Pt
29.648942707112656	128.912867431741	-28.253587398907	-12.722611918800489	4.705560098875665	-2376.749313630847	879.0598036496488	1613.0467672653194	Pt
-96.7556582037232	-414.72401828592723	104.05746835951639	-1.1632040323661617	-27.97789441302033	389.2186263227284	9361.657394435708	10261.180222093739	Co
-15.521268823318836	134.00865932194392	12.181505547378563	-1.6077345310192606	-4.889368688519247	79.21656277187876	240.9097858857293	415.4867914707514	Pt
-27.607312170735742	546.4755568301671	21.173192048481322	-1.1343669118317763	-8.43097745972378	102.54721592196645	762.1636852924538	1231.9734333002104	Co
11.17005198383927	198.40829143965286	-18.20115380787032	-4.333732727578433	5.677163511721097	-95.24476387818021	124.77006132167162	-344.84245378372714	Pt
-25.70337900275063	-1042.4349574938792	31.62695181069547	-1.3602039861116266	-10.459624718295501	85.91487856940965	660.663692159042	2333.2645626571834	Co
49.87705357119795	-886.7853400959411	-64.2815711971506	-3.864820264691828	16.73016017488986	-574.6862191525064	2487.72047294415	-2705.393307623377	Co
-7.949620155864892	-71.2085028141695	11.71418088235559	3.6828365354055825	-1.6939034159686086	-137.39994376001616	63.19646062253335	257.11435118595574	Co
31.94265785827799	-3954.1699584469457	-75.26647588586646	-7.8487436933236765	23.512316631039113	-340.60171074453757	1020.3333910510086	-4098.688807264093	Pt
-14.236969872484888	-839.1616802330285	28.741244624189385	-11.910083813740378	-3.5960972989930275	671.3028884924547	202.69131115004237	2678.9380480726636	Pt
-97.98391685511407	-842.1302248644889	109.70591424960928	-2.349666144270646	-26.807824343351534	841.5001204239878	9600.847962269909	9172.10054431845	Pt
7.862022705781691	-1101.070697362849	-18.698553925018224	-5.416855470101364	2.6328124134315436	-127.17329349231736	61.81140102622687	2244.471235001371	Co
-43.364891264661495	4546.4599044999795	63.50558440301539	-2.1039315717924283	-14.271169196053528	277.2353329196631	1880.5137943959148	-24186.380075110395	Pt
33.500020048140705	392.3595826494188	-39.73817089475277	-1.2543977800222323	10.354467083017614	-135.95577467026786	1122.2513432258293	-3340.7937940763236	Co
15.412808152969433	-18.50514263876694	-40.41946069118883	-7.568968807861239	3.2384891897327353	-555.2106768707433	237.55465516024103	-179.5085852754868	Pt
5.64822713774097	-8.675450062717113	-1.927537974526383	-0.93118979425794	0.43237653154695177	-68.70690733986623	31.90246979951355	-51.19614786126517	Pt
-136.37508418765262	-8827.995904301712	163.56331989239573	-1.230424934826702	-47.129368656200654	485.54956011813795	18598.163587189338	-28912.6200007741	Co
181.1703417256521	-26586.67141161003	-209.5056276118055	-1.3638520196952262	50.168067493192886	-892.3065606509846	32822.69272098956	20587.938832068692	Co
30.56816548197681	-84.22605669230876	-49.09027641708647	-4.579410260130902	5.539768716488554	-772.4256213606556	934.4127409335185	-1080.7923417978868	Pt
7.595293900019869	361.6894527469069	-5.555675137226944	2.85243780460039	0.41993806085888175	391.8502357163068	57.68848942767903	228.91344524189836	Pt
46.01983449672595	-1014.416755993764	-75.10906562677549	-5.033215714364984	13.808939052207547	-771.9254079589659	2117.8251671060475	-4367.788135285843	Pt
35.67724235353537	2251.950657772134	-20.942607055712276	-0.7334615514385133	2.5630537326028153	-364.25221288756967	1272.865621952898	-2498.956807340526	Co
37.53471300544599	404.3807177238237	-35.44061302280426	-1.7977774256339016	11.71941280056577	-216.1206524188363	1408.854680401196	-934.5304033577568	Pt
4.784516189802012	-104.75038797359466	-8612.119538310038	-6.172879617478592	2.1086477765823086	-67.0131175100483	22.891595170477565	181.1853327204027	Pt
466.1729732275256	-1862.4573606950373	-1486.0405188777854	-11.78578130860118	416.96473248509596	-6142.614175951974	217317.24096779127	-64301.47275727378	Pt
27.17737161374081	-80.78355667627713	-18.53959468220109	-0.9911698152500403	2.9797656255915026	-245.6862589980409	738.6095278313647	-916.2344717493902	Co
-18.59158625401024	301.04375712373604	12.660114304557059	-2.7873351084297058	-2.32310551729845	414.71824352194255	345.64707944030255	-1677.2751111397267	Co
44.58462562360415	1885.8749410400355	-107.30466042545649	-2.8132938095576057	14.415845569004233	-387.92272136444313	1987.7888419969395	15112.478646421612	Pt
-22.85228087169089	-192.836506387133	28.6339904346992	-3.8187280930652285	-4.402098923402067	453.02069800216657	522.2267410386494	609.5179732228986	Co
6.7150905156892255	56.4153287571804	-8.255219670727271	-2.489608970990301	1.3094938007684371	-85.7297259903984	45.092440633899386	-174.86137559217113	Co
5.875278107617628	42.9885315095632	-2.9468779033354036	-1.519179633606187	0.35559669291263013	-147.47155984619624	34.51889284185098	-170.22667041243542	Co
6.350868031701419	148.81607434057702	-14.56861172910572	-2.0945720993380936	1.8031946309495999	-46.85100220022978	40.33352475608705	-264.62435575110106	Co
399.36074114322287	104.77222922605293	-391.20773308382627	-3.191410671795186	131.3360209314911	-3875.5163893588688	159489.00156646426	15561.601765118668	Pt
23.36913872485801	-48.83642202256362	-28.099693152569085	-2.4850422945362047	6.219934524714407	-218.18926783566698	546.1166447416583	-536.660293425826	Pt
10.92227906517148	54.31903015913276	-12.738817565306714	-1.3338558198242294	1.5753065736895306	-101.01138826144808	119.29617997748319	-238.46163775689462	Co
-12.106320463847414	136.51081500611318	15.25927611023788	-2.596406606543793	-3.820555148350861	99.60257453874055	146.56299517337067	-631.8940316476238	Co
-39.51105283830682	-841.905379213945	70.58456566993583	-2.1438811816670937	-15.555921589408984	215.15040675407118	1561.123296391473	753.8552369979144	Pt
-47.50190407702624	2464.5811454535146	86.72731444883983	-4.717107497179703	-29.532248580253313	360.4137031289954	2256.430890943002	-11397.024013145623	Pt
40.97267681881912	27179.946435423102	-68.62012805872057	-1.1259354980980902	14.195142803098266	-133.1565155523669	1678.7602456993975	-2274.2162005465602	Pt
14.864427125714204	1770.8814509355777	-45.50785102115527	-2.3023631595496368	3.7508725593018775	-135.62441287055992	220.95119377566826	-474.91955561617795	Pt
10.328451413099266	272.5406438768024	-9.880345477031305	-1.6484553345050228	2.0822025628488605	-84.45485668677067	106.67690859275223	-505.3968249077352	Pt
26.601092057828545	280.1124064171867	-30.171106119818685	-12.761447588478761	8.760819966559955	-1030.7518375326401	707.6180986690689	-1751.48698770458	Pt
51.32507059953125	621.5700145805296	-70.06420897672697	-10.813533350473252	23.567980810505574	-1208.6605827553362	2634.2628720468674	-2160.880818724795	Co
-36.544750558253305	1705.962526951432	46.993600926902474	-1.4299958393122942	-12.330224288512467	154.88658382431262	1335.5187933649552	7615.365382150959	Pt
229.22096716712036	-8162.232440230359	-297.6596763884031	-7.868228992738523	106.82832607878915	-3869.895598338854	52542.25178903007	101930.97422524593	Co
25.457810606652814	375.4696669735093	-20.861928811890454	-117.25984077821317	6.383144157880924	-11905.749753339695	648.1001208842044	-804.833853447408	Pt
10.4831942199333	-6944.582984301373	-31.466551883474715	-4.139301327792401	1.9485378049937994	-233.45623131410645	109.89736105284294	1004.4422314359515	Pt
24.11459540727509	7198.41158203494	-15.841640838077153	-0.51103617798937	2.334858857752921	-127.27730572090756	581.5137116565728	-344.902242026594	Pt
-49.5056511792254	-205.63974082297213	56.89991841108059	-1.364724979008068	-7.109084002746826	470.47987340497576	2450.8094986791416	5026.110051380778	Co
-31.338231159812334	-966.6442889410513	37.791449798656615	-3.614007180644069	-12.74070853294268	278.57644377375186	982.0847322258327	7731.727441793727	Co
14.4751318020378	3173.1573701286425	-19.76577251211349	-2.5515310217300513	7.172344311136647	-74.53920847705164	209.52944068636612	1537.9524841798375	Co
23.66138248701253	-116.86491060658149	-39.02959345174342	-1.1085523824624637	3.053008955673625	-203.28642264284957	559.8610211967033	-734.9845892463416	Pt
-27.927558049017684	-1084.668866759862	39.32596649854195	-5.206651143594031	-15.32093479119728	265.0569170502407	779.9484985812524	5321.681841106463	Co
