ACC ML [g]	ACC AP [g]	ACC SI [g]	GYR ML [deg/s]	GYR AP [deg/s]	GYR SI [deg/s]	label
-1.5092484863037234	-0.49433439440103977	0.05140492672753119	18.060795943065564	5.339656209509074	-9.041751698864905	Pt
-224.2624592853906	-1.183415817722261	0.2373432086767232	-5.3929972241135085	38.4058953208659	-47.75124169946643	Co
1.8292458401328886	-0.6423897789050117	0.1294476470054132	20.605650489121604	36.77494417390079	-15.192665707216902	Pt
2.2862222418031677	-2.425921358947583	0.11498757024901135	-9.653373080726046	270.6535325955522	-23.443283363685804	Pt
13.45276155402452	-2.1142324599041165	0.6511803970512835	-5.625266272080587	35.65412908607847	41.473370257086216	Pt
-3.027569625261849	-1.1114485035182546	0.13411098624858117	-25.571177272709527	5.199451846788824	-34.14663620682897	Co
-1.2725181667036296	-0.7576172395325838	0.07514238328532459	17.94893632332893	5.439290511532734	-27.363626365401267	Pt
6.19690004620198	-2.664860522942131	0.063835105099047	17.56068686857635	5.638458649315559	-11.851621798783588	Pt
-32.00821971523425	-2.0873674435733065	0.6808347703865417	-4.75191143221384	58.67003844523296	70.63558970666409	Pt
1.6553154022642655	-0.8221769551254957	0.08902369971762926	5.799338193876021	41.597966469820065	-19.436222205308134	Co
1.721305121168123	-1.3244573683081762	0.2684895855570121	-27.131708288782875	52.205127350495154	805.8723001404824	Pt
5.881532363191178	-0.872007657674828	0.1880715750343486	-7.5525935921319505	15.722087957673825	-169.38942854026897	Pt
-6.286700316264577	-2.7965580281192217	0.5540787455648942	-10.96943169959611	8.481023675610881	-34.31529018229522	Pt
-9.947182517223641	-1.2255449678351182	0.1436627130623964	-6.474240080622158	229.18951451923218	-48.021761640989844	Pt
-11.731485483927159	-1.2849921712595964	0.29946779135902324	-2.4274127652346773	45.47261104986944	-52.11296848433202	Co
5.317354337155403	-1.6267891153737735	0.5223976090584427	-8.682624712821221	57.7050439452419	213.33754387299462	Co
2.0749403932401087	-0.6364787362118487	0.15039640924232572	-11.384071008310881	42.01196451671936	91.71076999166007	Pt
1.87231798518648	-0.8040608782606689	0.19951083527502503	-8.335776762315533	16.733664408782083	-16.232965683446565	Pt
2.369509860630483	-0.9529374344984344	0.15870920408054964	-80.16303775515999	29.648942707112656	54.4048664129381	Pt
3.9105536101733276	-1.0754664925168398	0.28916029235325624	-4.022696279975811	-96.75565820372319	-106.05250806612655	Co
-5.006138507136792	-0.7848266585704204	0.3150108888761439	-5.103742720625096	-15.521268823318835	-26.768867687320295	Pt
-12.245979404501243	-0.7669414507843794	0.3053892898947537	-3.71449474283369	-27.607312170735746	-44.62489595803987	Co
-6.4267925978615015	-1.629460080777026	0.5082486205019248	-8.526796832815055	11.17005198383927	-30.87205451529161	Pt
11.483524511968584	-1.2304589138770794	0.4069357852590576	-3.3425519096230705	-25.70337900275063	-90.77656919767203	Co
16.34891303585483	-1.28880049230235	0.33542799698478737	-11.522056296532423	49.87705357119795	-54.24124149117012	Co
2.201668427411393	-1.4735522770497864	0.21307979284002887	17.283837600548537	-7.949620155864892	-32.342973141461066	Co
30.81636690062908	-2.3562997237050833	0.7360789053734256	-10.662910777672499	31.94265785827799	-128.31395638550194	Pt
4.459647571251849	-2.018775405273296	0.25258867098841264	-47.152090262538934	-14.236969872484888	-188.16771209512214	Pt
8.996327235576771	-1.11963185153976	0.27359412854449855	-8.588145355204459	-97.98391685511407	-93.60822509148072	Pt
-3.8568740326637827	-2.37833883528057	0.3348772335006597	-16.17564566416156	7.862022705781691	285.4826701722444	Co
8.151560456154165	-1.464446988127623	0.32909500704048245	-6.39308262593489	-43.364891264661495	557.7410520298048	Pt
-3.934410411124992	-1.1862133466680802	0.30908838466776684	-4.058378904696016	33.500020048140705	-99.72512820217676	Co
1.5888722697966564	-2.6224592099008004	0.21011675209288896	-36.02268135438878	15.412808152969433	-11.646715088768731	Pt
0.9571210828037576	-0.34126424584569903	0.0765508399366323	-12.164331508691031	5.64822713774097	-9.064109252826766	Pt
-41.63990273538562	-1.1993636584475504	0.34558635792554654	-3.560397876272032	-136.37508418765262	212.0080817768019	Co
-233.95816279997302	-1.156401349228903	0.2769110386133888	-4.92523529045506	181.1703417256521	113.63857150109699	Co
2.382174576276118	-1.6059281164919896	0.1812267314423837	-25.26895576432556	30.56816548197681	-35.35679438908851	Pt
12.00077038396386	-0.7314628255810366	0.055289244417228336	51.59118802700732	7.595293900019869	30.138852854831534	Pt
10.68808508462225	-1.632102037049244	0.30006494380569704	-16.773754543030442	46.01983449672595	-94.91099181585683	Pt
-32.1507715337601	-0.5870018441500148	0.07184001799255757	-10.209651555411618	35.67724235353537	-70.04344064986	Co
-16.241648351048273	-0.9442089784371633	0.31222865081892	-5.7578874357579055	37.53471300544599	-24.897763390975282	Pt
-2.7661175417609805	-1799.9979928307896	0.4407233026145464	-14.006247413873075	4.784516189802012	37.869102231609396	Pt
13.50244789294475	-3.187744902046245	0.8944420986018585	-13.176684468479346	466.17297322752563	-137.93479341388178	Pt
2.3962040370288404	-0.682170260821967	0.10964142036770552	-9.0401037484369	27.17737161374081	-33.71313770777393	Co
3.336889064665192	-0.6809593399716631	0.12495466957787706	-22.306770269937942	-18.591586254010238	90.21689102929209	Co
5.563682185193065	-2.4067637425365502	0.32333669661615705	-8.700818184263674	44.58462562360415	338.96165853236886	Pt
7.229900019146512	-1.2530036102510282	0.1926328031813809	-19.82387231041619	-22.852280871690894	-26.67208479736312	Co
-2.166482093566424	-1.2293534467539444	0.19500761720321103	-12.766726790964077	6.7150905156892255	-26.040062331791763	Co
-1.4837250675515565	-0.5015724956942227	0.0605242316021737	-25.100353914309363	5.875278107617628	-28.97338088417074	Co
-3.5715202648308764	-2.2939559846597444	0.28392884593864226	-7.377102148299284	6.350868031701419	-41.66743103937672	Co
2.6887923072760276	-0.9795848534433869	0.3288656279921867	-9.704299872502967	399.36074114322287	38.966278259028485	Pt
2.12660622567326	-1.2024274186313564	0.2661601952021533	-9.33664138865232	23.369138724858015	-22.964487469748914	Pt
-2.487979247011442	-1.1663149686339493	0.14422874239798583	-9.248196979653184	10.922279065171479	-21.832589730955636	Co
2.6153810456728523	-1.260438805977919	0.3155835135671504	-8.227320170168918	-12.106320463847414	52.1953828609297	Co
44.12593597604595	-1.7864511471965276	0.3937106321380326	-5.44532203772303	-39.511052838306824	-19.079603879019782	Pt
10.272181319118575	-1.8257650116131774	0.6217066274304623	-7.587352762629686	-47.50190407702624	239.92772994246488	Pt
-489.67866862603756	-1.6747777637804404	0.3464538786633123	-3.249885677257165	40.97267681881912	-55.50567785949471	Pt
-55.42652005887256	-3.0615274060868796	0.2523388575677555	-9.124092823997309	14.864427125714204	-31.95007460426155	Pt
-5.569727904187434	-0.9566144121567305	0.20159871790732017	-8.176913780090896	10.328451413099266	-48.93248800752023	Pt
-4.254268494114706	-1.1342055451794697	0.3293406130663608	-38.748478268932416	26.601092057828545	-65.84267231950456	Pt
-14.763481911845474	-1.3651069186715714	0.45919042166345936	-23.54912655037585	51.325070599531244	-42.101857698068706	Co
-8.186603252851214	-1.2859193238162459	0.337400696410768	-4.238271747878517	-36.544750558253305	-208.38465896796487	Pt
-18.355115590851046	-1.2985708945699783	0.4660495390061886	-16.882816812815346	229.22096716712034	444.6843388062756	Co
-11.876532814084982	-0.8194706581106652	0.25073421499226795	-467.6658938702451	25.457810606652814	-31.61441751149972	Pt
-72.47944174628971	-3.0016187073633103	0.18587252741046686	-22.269570363410843	10.4831942199333	95.8145208762852	Pt
-503.29270652416045	-0.6569316453593874	0.09682347218848728	-5.278019538428976	24.114595407275086	-14.302634408808744	Pt
2.0254887325779163	-1.1493620840393695	0.14360146434615714	-9.503558931114684	-49.5056511792254	-101.52598605732388	Co
3.918001818377507	-1.2059215979975215	0.4065548073843162	-8.889348041155367	-31.338231159812338	-246.71869329079348	Co
29.865598341755263	-1.3654986208367978	0.49549423170895956	-5.1494666505598286	14.475131802037799	106.2479088420684	Co
3.762235820492907	-1.649506045268755	0.12902918742594133	-8.591485419519811	23.66138248701253	-31.0626223826848	Pt
5.692214161773348	-1.408141966065135	0.5485955758934024	-9.490873372638601	-27.927558049017684	-190.55306703743994	Co
